date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu headache,flu vs. cold,human temperature,high fever,medicine for flu,flu treatments,cold vs flu,influenza type a,fight the flu,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,fever flu,stomach flu,swine flu,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,signs of flu,over the counter flu medicine,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,keto flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,flu in las vegas,oscillococcinum,cold or flu,flu medicine,flu shot side effects,diarrhea,flu complications,signs of the flu,how to get rid of the flu,body temperature
2010-50,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2010-51,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2010-52,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2011-01,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2011-02,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2011-03,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2011-04,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2011-05,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2011-06,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2011-07,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2011-08,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2011-09,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2011-10,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2011-11,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2011-12,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2011-13,12.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,46.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,43.0,7.0,11.0,0.0,0.0,0.0,0.0,33.0,0.0,65.0,0.0,0.0,0.0,32.0
2011-14,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,31.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,10.0,0.0,10.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,64.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,15.0,61.0
2011-15,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,31.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,10.0,0.0,10.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,64.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,15.0,61.0
2011-16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,31.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,10.0,0.0,10.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,64.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,15.0,61.0
2011-17,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,31.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,10.0,0.0,10.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,64.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,15.0,61.0
2011-18,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,25.0,4.0,0.0,0.0,0.0,7.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,10.0,0.0,41.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,18.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,73.0
2011-19,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,25.0,4.0,0.0,0.0,0.0,7.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,10.0,0.0,41.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,18.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,73.0
2011-20,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,25.0,4.0,0.0,0.0,0.0,7.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,10.0,0.0,41.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,18.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,73.0
