date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu like symptoms,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,flu game,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu care,flu headache,flu vs. cold,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,flu a symptoms,influenza symptoms,the flu virus,reduce fever,type a influenza,influenza incubation period,thermoscan,how to treat the flu,flu virus,how long does the flu last,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,symptoms,flu test,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,flu contagious,flu length,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature
2010-50,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2010-51,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2010-52,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2011-01,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2011-02,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2011-03,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2011-04,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2011-05,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2011-06,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2011-07,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2011-08,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2011-09,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2011-10,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2011-11,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2011-12,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2011-13,4.0,34.0,17.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,6.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,21.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,83.0,0.0,0.0,4.0,15.0,7.0,5.0,0.0,10.0,4.0,0.0,9.0,0.0,3.0,0.0,3.0,0.0,36.0,0.0,2.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,54.0
2011-14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,0.0,0.0,2.0,29.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,12.0,34.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,23.0,7.0,0.0,0.0,4.0,4.0,4.0,0.0,41.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,85.0,2.0,2.0,6.0,10.0,0.0,5.0,0.0,12.0,0.0,3.0,3.0,0.0,4.0,0.0,2.0,0.0,36.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,4.0,0.0,43.0
2011-15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,0.0,0.0,2.0,29.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,12.0,34.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,23.0,7.0,0.0,0.0,4.0,4.0,4.0,0.0,41.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,85.0,2.0,2.0,6.0,10.0,0.0,5.0,0.0,12.0,0.0,3.0,3.0,0.0,4.0,0.0,2.0,0.0,36.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,4.0,0.0,43.0
2011-16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,0.0,0.0,2.0,29.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,12.0,34.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,23.0,7.0,0.0,0.0,4.0,4.0,4.0,0.0,41.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,85.0,2.0,2.0,6.0,10.0,0.0,5.0,0.0,12.0,0.0,3.0,3.0,0.0,4.0,0.0,2.0,0.0,36.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,4.0,0.0,43.0
2011-17,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,0.0,0.0,2.0,29.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,12.0,34.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,23.0,7.0,0.0,0.0,4.0,4.0,4.0,0.0,41.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,85.0,2.0,2.0,6.0,10.0,0.0,5.0,0.0,12.0,0.0,3.0,3.0,0.0,4.0,0.0,2.0,0.0,36.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,4.0,0.0,43.0
2011-18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,34.0,11.0,0.0,0.0,0.0,1.0,25.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0,3.0,14.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,20.0,0.0,3.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,93.0,4.0,0.0,4.0,16.0,0.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,23.0,0.0,2.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,43.0
2011-19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,34.0,11.0,0.0,0.0,0.0,1.0,25.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0,3.0,14.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,20.0,0.0,3.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,93.0,4.0,0.0,4.0,16.0,0.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,23.0,0.0,2.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,43.0
