date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu like symptoms,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,human temperature,medicine for flu,flu treatments,cold vs flu,influenza type a,flu a symptoms,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,fever flu,stomach flu,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,symptoms,signs of flu,flu test,normal body,flu or cold,get rid of the flu,is flu contagious,ear thermometer,flu fever,early flu symptoms,how long is flu contagious,tamiflu,treatment for flu,taking temperature,exposed to flu,flu length,flu alabama,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,oscillococcinum,cold or flu,flu remedies,flu in alabama,flu complications,signs of the flu,how to get rid of the flu,body temperature
2010-50,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2010-51,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2010-52,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2011-01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2011-02,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2011-03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2011-04,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2011-05,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2011-06,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2011-07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2011-08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2011-09,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2011-10,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2011-11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2011-12,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2011-13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,28.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,5.0,13.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0
2011-14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,7.0,13.0,0.0,0.0,0.0,80.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,60.0
2011-15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,7.0,13.0,0.0,0.0,0.0,80.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,60.0
2011-16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,7.0,13.0,0.0,0.0,0.0,80.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,60.0
2011-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,7.0,13.0,0.0,0.0,0.0,80.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,60.0
2011-18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,2.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,49.0
2011-19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,2.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,49.0
2011-20,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,2.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,49.0
