date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,break a fever,flu versus cold,how long is the flu contagious,medicine for the flu,flu like symptoms,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,type b flu,low body,treat the flu,flu treatment,is the flu contagious,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,human temperature,medicine for flu,flu treatments,cold vs flu,influenza type a,flu a symptoms,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,how long does the flu last,fever flu,stomach flu,how long does flu last,flu cough,over the counter flu,contagious flu,flu mississippi,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,tamiflu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,type a flu,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,flu complications,signs of the flu,treat flu,how to get rid of the flu
2014-01-01,32,0,40,0,0,0,16,21,32,0,0,12,0,3,68,15,7,0,0,31,24,0,0,31,4,9,31,9,0,13,0,38,9,61,9,19,19,41,0,2,0,24,0,0,24,11,0,11,11,25,0,7,15,13,0,0,27,9,24,14,14,8,6,37,17,16,25,8,41,0,21,0,10,2,3,7,39,0,0,45,0,14,7,17,10,4,9,4,4,0,38,57,19
2014-02-01,10,0,32,0,0,0,0,0,25,14,0,0,0,2,46,6,2,0,0,12,13,0,0,11,3,0,16,0,0,0,0,19,0,33,0,0,11,4,0,0,2,19,0,0,19,13,0,13,0,9,0,9,0,0,0,0,32,6,6,51,6,0,7,13,13,0,19,10,19,12,12,0,0,4,4,2,11,7,0,0,0,0,8,8,8,0,5,8,5,0,22,0,22
2014-03-01,7,0,32,0,0,0,0,13,0,0,0,0,0,0,43,3,2,0,0,8,6,0,0,7,0,11,11,0,0,0,0,23,8,23,0,0,0,7,0,0,0,19,19,0,0,0,0,0,0,9,0,9,0,0,0,0,33,6,0,23,6,7,0,0,7,0,10,0,25,0,0,0,0,4,0,4,4,0,0,0,0,0,12,0,0,5,5,5,5,0,0,0,23
2014-04-01,6,0,0,0,0,0,0,0,0,14,0,0,0,2,28,2,2,0,0,8,5,0,0,3,0,11,11,0,0,0,0,35,0,29,0,12,0,2,0,0,0,0,20,0,0,0,0,0,0,18,0,0,9,0,0,0,0,0,6,18,0,7,0,14,7,0,0,0,25,13,0,0,0,2,0,4,2,0,0,0,0,0,8,0,13,0,0,5,5,0,23,0,0
2014-05-01,3,0,0,0,0,0,0,0,14,0,0,0,0,2,23,2,0,0,0,2,1,0,0,4,0,12,12,0,0,0,0,17,9,32,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,10,0,0,0,0,18,0,0,19,0,0,0,0,0,0,0,0,28,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,25
2014-06-01,4,0,0,0,0,0,0,0,0,19,0,0,0,0,30,0,0,0,0,1,0,4,0,0,0,0,14,0,0,0,0,21,0,31,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,0,23,16,9,0,9,0,0,14,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,22,0,0,7,0,0,0,0,0
2014-07-01,4,0,0,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,5,4,0,0,0,0,16,32,0,0,0,0,23,0,43,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,13,0,0,0,0,0,25,37,0,9,17,0,0,0,0,0,0,0,0,60,0,0,0,19,0,0,0,4,0,0,0,0,0,12,0,0,0,0,8,8,0,0,0,0
2014-08-01,5,0,0,0,0,0,0,0,19,0,0,0,0,0,30,4,2,0,0,7,2,0,0,7,0,16,16,0,0,11,0,12,12,17,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,49,0,0,9,0,0,10,0,0,0,0,0,22,0,0,0,19,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
2014-09-01,8,0,0,0,0,0,0,18,28,0,0,20,0,2,39,0,5,0,0,5,7,0,0,0,0,15,31,0,0,0,0,17,0,57,0,0,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,24,23,0,8,0,0,10,10,10,10,0,0,0,21,0,0,0,18,0,0,0,0,10,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0
2014-10-01,21,0,0,0,0,0,18,18,36,20,0,0,0,0,58,10,5,0,0,10,7,0,0,21,0,15,38,0,0,0,0,16,0,16,16,16,0,70,0,0,0,0,27,0,27,0,0,0,0,12,0,31,0,0,0,0,23,0,33,24,0,10,0,19,19,0,14,0,28,18,0,0,18,0,0,4,3,10,0,0,0,0,0,12,12,0,7,0,7,0,32,32,32
2014-11-01,19,0,0,0,0,0,0,0,39,21,0,0,0,2,61,9,2,0,0,23,13,0,0,17,0,16,32,0,0,0,0,46,0,51,17,0,51,34,0,0,0,29,29,0,58,20,0,0,0,40,13,26,13,0,0,0,25,0,9,9,9,0,0,15,21,0,0,0,22,0,38,0,0,0,0,6,12,0,0,20,0,0,0,12,25,8,8,12,0,0,0,69,0
2014-12-01,41,0,93,0,0,0,19,19,19,41,0,0,0,4,53,33,4,0,0,47,45,5,0,67,10,0,46,0,0,11,0,100,11,33,17,17,25,29,0,3,0,0,42,0,0,19,0,0,0,38,0,39,13,0,0,0,47,8,33,25,17,15,20,89,35,14,43,0,22,18,36,18,18,3,10,25,64,0,10,99,0,12,18,36,12,8,8,8,15,0,67,33,33
2015-01-01,33,44,0,0,0,0,0,18,18,0,0,0,0,3,47,22,4,0,0,36,22,4,0,45,9,14,51,0,0,10,0,57,21,0,15,16,47,12,0,0,3,0,79,0,26,0,0,18,0,24,24,24,0,0,0,22,66,8,31,55,8,14,19,46,19,0,41,0,54,0,43,17,0,0,7,10,30,9,18,46,0,0,22,34,22,7,0,7,14,0,31,62,0
2015-02-01,18,0,0,0,0,0,0,28,37,100,0,40,40,2,44,13,2,0,0,22,19,0,0,26,9,0,38,15,0,11,0,16,11,16,0,16,41,13,0,0,6,0,28,0,55,29,0,38,19,19,19,25,0,23,0,0,35,49,41,33,49,0,0,34,10,0,0,14,43,0,27,0,18,3,8,8,26,10,10,39,0,0,24,0,18,8,0,11,8,0,65,32,0
2015-03-01,17,0,0,0,0,0,0,0,0,24,0,0,0,0,51,11,0,0,0,16,10,0,0,23,6,0,37,0,0,0,0,27,13,20,0,50,40,4,0,0,0,0,0,0,0,0,0,0,23,38,0,0,0,28,0,0,28,0,0,40,0,12,0,30,0,0,17,0,17,0,22,22,66,7,3,5,15,0,0,24,0,14,0,0,14,0,0,9,0,0,40,40,0
2015-04-01,6,0,0,0,0,0,0,0,0,0,0,0,0,3,50,3,6,0,0,7,11,0,0,6,0,0,40,0,0,0,0,21,0,43,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,16,0,0,0,0,0,30,0,11,11,11,13,0,13,0,0,0,0,56,0,23,0,23,0,0,4,7,0,0,13,0,0,15,0,0,0,0,0,0,0,0,0,0
2015-05-01,5,0,0,0,0,0,0,0,0,0,0,0,0,3,40,7,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,24,0,59,0,23,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0,12,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,47,0,0
2015-06-01,5,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,3,0,0,3,2,0,0,0,0,0,22,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,41,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
