date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu like symptoms,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu type a,flu care,flu headache,flu vs. cold,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,flu a symptoms,influenza symptoms,the flu virus,reduce fever,cdc,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,flu virus,how long does the flu last,stomach flu,how long does flu last,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,symptoms,flu test,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,tamiflu,cdc flu,taking temperature,exposed to flu,flu contagious,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature
2014-10-01,25,0,14,14,0,0,0,5,16,18,0,0,12,0,2,48,5,2,0,0,15,0,0,9,3,7,39,7,0,3,0,23,10,0,14,9,9,0,0,0,1,0,4,0,0,51,16,0,8,0,18,0,12,2,100,0,0,21,0,31,0,20,9,72,3,0,0,0,86,3,0,10,25,0,13,7,7,1,0,3,5,25,4,4,11,38,2,2,8,0,7,7,0,9,0,64
2014-11-01,15,0,13,0,0,0,0,8,13,11,11,0,0,1,2,66,8,2,0,1,14,3,0,13,2,6,29,6,0,3,0,26,3,0,9,17,0,0,0,1,1,5,11,7,0,69,0,0,7,5,24,0,0,1,38,1,1,17,0,9,14,15,9,29,5,0,0,0,67,4,0,11,20,0,0,6,0,1,2,2,7,8,5,7,17,64,1,5,3,13,23,10,0,0,0,93
2014-12-01,46,0,26,13,0,5,0,12,30,33,33,0,100,1,4,82,37,3,0,0,44,0,0,66,11,19,54,19,13,18,6,95,12,12,25,100,34,0,0,2,3,56,11,7,0,67,11,0,21,5,80,16,40,1,39,2,1,23,0,56,35,62,26,42,18,2,0,0,77,27,4,67,21,18,79,6,12,1,6,13,74,39,3,15,88,100,3,8,11,29,82,13,0,17,4,87
2015-01-01,39,0,0,25,19,5,5,5,22,11,33,0,22,1,3,66,21,3,0,0,38,1,0,37,5,6,54,13,0,15,0,33,6,12,33,25,25,0,0,2,1,27,5,7,0,53,14,0,7,8,43,26,21,1,36,1,1,23,5,49,16,45,26,25,13,1,0,0,75,20,3,63,27,6,12,6,12,1,3,13,50,21,3,7,41,90,2,6,11,13,26,26,7,4,4,54
2015-02-01,20,0,13,0,13,0,0,7,5,0,17,0,28,0,2,62,13,3,0,0,20,0,0,23,5,13,51,0,0,3,3,28,6,12,25,33,12,0,0,1,2,27,4,5,0,53,0,0,18,11,11,16,8,1,33,1,1,25,7,30,23,72,13,10,8,1,0,0,68,12,0,28,24,0,36,0,0,2,3,5,20,7,0,0,21,69,1,6,9,13,10,19,0,12,4,70
2015-03-01,12,11,17,11,17,0,0,11,11,0,10,0,10,0,1,50,5,1,0,0,11,1,0,8,2,6,20,11,0,4,0,29,5,11,18,25,7,0,0,1,0,8,3,8,0,25,12,0,0,5,19,9,16,1,32,0,0,14,8,16,29,51,9,3,8,0,0,0,70,7,0,13,13,5,11,0,21,1,1,4,12,3,9,3,9,52,0,4,4,11,11,17,0,7,4,47
2015-04-01,7,12,12,0,0,0,0,0,13,0,30,0,0,0,1,55,4,1,0,0,8,0,0,7,1,9,20,0,0,3,0,12,0,0,11,0,8,0,0,1,1,6,0,0,0,42,6,0,6,0,5,7,5,1,32,0,0,21,0,19,8,14,2,6,2,0,0,0,71,7,2,10,18,0,6,0,0,0,0,3,2,3,6,0,3,58,0,2,2,6,9,0,0,0,0,64
2015-05-01,5,0,0,0,0,0,0,0,9,21,16,0,0,1,1,45,3,0,0,0,4,1,0,5,0,0,9,0,0,3,3,14,3,0,0,8,0,0,0,0,0,3,0,3,0,54,13,0,0,0,13,0,5,1,30,0,0,9,0,9,4,21,2,5,2,0,0,0,65,0,0,10,18,0,6,6,0,0,0,1,2,3,5,3,3,34,0,2,5,6,9,0,0,4,0,39
2015-06-01,5,0,0,0,0,0,5,0,0,0,11,0,0,0,1,40,2,1,0,0,2,1,0,3,0,7,10,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0,4,0,0,58,0,0,0,0,0,0,5,1,34,0,0,7,0,24,0,12,3,8,0,0,0,0,69,0,0,3,14,6,0,6,12,0,0,0,0,3,0,0,0,31,0,1,1,0,13,0,0,0,4,25
2015-07-01,4,0,0,0,16,0,0,0,0,0,13,0,0,0,2,38,3,0,0,0,3,2,0,5,0,8,8,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,4,0,43,0,0,0,0,0,0,0,0,26,0,0,11,0,14,0,6,3,5,0,0,0,0,64,3,0,5,11,0,7,0,15,1,0,0,1,4,4,0,0,22,0,2,0,0,8,8,0,0,0,45
2015-08-01,5,0,0,0,0,0,0,6,15,13,0,0,0,0,1,45,1,1,0,0,2,0,0,2,0,7,23,0,0,0,0,16,0,10,0,0,0,0,0,0,0,0,4,8,0,34,0,0,0,0,0,0,6,1,36,0,0,11,0,5,11,6,3,11,3,0,0,0,62,3,0,3,9,0,0,0,0,0,0,1,2,8,6,0,0,28,0,2,2,8,8,0,0,0,0,40
2015-09-01,12,0,0,15,15,0,0,6,17,25,13,0,13,0,1,54,1,1,0,0,5,1,0,1,2,7,15,0,0,0,0,17,3,10,0,0,0,0,0,0,0,0,4,0,0,20,0,0,0,0,6,0,6,1,45,0,0,8,0,19,5,18,3,36,3,0,0,0,64,0,0,8,12,0,7,0,0,1,0,3,3,11,7,0,4,44,0,2,2,7,8,0,0,0,0,43
2015-10-01,21,0,0,13,19,5,0,0,13,0,17,0,0,0,2,57,3,1,0,0,13,0,0,5,2,0,13,0,0,0,0,20,3,0,8,8,0,0,0,0,0,7,5,4,0,47,7,0,0,0,14,5,11,2,42,0,0,24,0,9,14,13,3,58,3,0,0,0,64,5,0,12,18,0,6,0,0,0,0,2,2,27,10,3,3,61,0,8,6,13,33,7,0,0,0,38
2015-11-01,13,0,0,0,0,0,0,0,5,0,11,0,0,0,2,62,5,2,0,0,10,0,0,10,1,10,30,0,0,3,6,20,5,0,9,0,9,0,0,0,1,0,7,7,0,37,7,0,7,0,19,6,19,1,35,0,0,10,0,31,7,23,8,20,8,1,0,0,65,4,3,23,10,0,19,0,0,0,0,3,3,7,5,0,20,64,0,3,4,14,13,14,0,0,0,56
2015-12-01,11,0,0,0,0,0,0,0,10,0,17,0,11,0,1,71,4,2,0,0,11,3,0,7,4,6,35,6,0,3,0,32,6,8,8,0,0,0,0,0,1,4,4,0,0,39,28,0,7,0,11,5,8,1,24,0,0,14,5,21,0,31,12,14,3,0,0,0,62,4,3,11,8,0,0,0,0,2,1,1,10,3,0,3,7,78,1,5,6,10,23,13,7,0,0,42
2016-01-01,10,0,9,9,9,0,0,0,4,20,12,0,0,1,1,62,3,1,0,0,6,1,0,6,0,7,14,0,0,2,5,20,4,9,6,0,6,0,0,0,1,3,4,4,0,30,0,0,10,4,11,0,8,2,26,0,0,3,0,5,3,15,3,8,3,0,0,0,63,4,0,14,18,0,4,0,9,1,0,3,2,4,7,5,9,58,0,3,2,7,9,12,0,3,0,39
2016-02-01,13,9,14,9,0,0,0,4,11,8,20,0,8,0,2,53,6,1,0,0,11,1,0,10,2,5,21,0,0,0,0,32,4,0,18,9,6,0,0,0,1,8,5,9,0,47,8,0,10,4,20,8,6,2,34,0,0,15,3,22,12,29,12,9,6,0,0,0,66,5,2,25,16,4,4,4,13,0,1,2,15,7,5,0,17,47,1,2,2,15,22,7,5,3,3,49
2016-03-01,19,27,18,27,0,0,3,0,5,0,47,0,8,1,2,62,14,1,0,0,18,1,0,24,3,7,22,0,0,7,2,22,7,6,20,17,12,0,0,1,0,14,5,9,0,52,12,0,0,0,17,4,15,1,37,0,1,8,3,36,16,46,15,7,5,0,0,0,69,15,2,20,22,0,17,0,4,0,4,4,22,3,7,5,12,53,2,4,5,0,16,18,0,0,0,55
2016-04-01,12,9,19,0,0,0,0,4,11,16,8,0,16,1,2,49,6,0,0,0,12,0,0,11,1,7,9,5,0,4,0,34,6,15,9,6,12,0,0,1,1,8,5,11,0,50,10,0,5,0,12,4,12,2,32,0,0,7,0,15,10,25,6,10,4,0,0,0,61,4,2,17,20,0,9,0,0,1,0,3,10,5,2,5,10,40,1,2,2,5,14,7,10,0,3,34
2016-05-01,8,0,9,9,0,0,4,0,5,0,0,0,8,0,1,35,4,0,0,0,7,1,0,6,0,7,9,0,0,4,2,29,2,6,9,18,0,0,0,0,0,5,3,7,0,71,0,0,0,0,14,4,4,1,23,0,0,9,3,14,7,24,6,6,2,0,0,0,64,4,0,10,16,0,4,4,4,0,2,2,5,2,5,0,7,34,1,3,3,5,12,0,10,6,0,49
2016-06-01,5,0,10,0,0,0,4,0,6,0,17,0,0,0,1,36,2,0,0,0,3,1,0,4,1,10,7,0,0,0,2,24,2,0,6,0,0,0,0,0,0,3,0,3,0,47,0,0,0,0,4,4,12,1,29,1,0,11,0,11,4,9,0,6,2,0,0,0,63,4,0,5,11,0,0,0,5,0,0,2,2,0,3,0,4,29,0,2,1,0,0,0,0,3,0,26
2016-07-01,4,0,0,0,0,0,0,0,7,17,17,0,0,0,2,33,1,0,0,0,2,1,0,1,1,5,7,0,0,0,2,22,0,0,6,0,0,0,0,0,0,0,0,0,0,51,5,0,0,0,0,4,0,1,26,0,0,7,0,7,4,12,0,5,0,0,0,0,62,0,0,6,13,0,0,0,5,0,1,0,1,2,2,0,5,22,0,0,0,5,7,0,0,0,0,38
2016-08-01,5,10,0,0,0,0,0,0,6,0,17,0,0,0,1,40,1,1,0,0,3,0,0,2,1,7,15,0,0,0,2,16,5,0,0,0,13,0,0,0,0,0,0,3,0,32,5,0,0,0,6,0,4,1,33,0,0,11,0,7,4,13,2,9,0,0,0,0,60,4,0,6,16,0,5,0,9,0,0,4,2,5,4,0,5,29,0,1,2,5,7,5,0,6,0,16
2016-09-01,13,0,0,0,0,0,0,4,18,8,16,0,0,0,1,66,3,0,0,0,7,0,0,6,1,7,9,0,0,4,3,21,2,0,12,6,6,0,0,0,0,3,3,0,0,31,5,0,0,0,0,4,8,1,28,0,0,5,0,15,7,19,4,33,3,0,0,0,62,6,4,10,21,13,0,0,4,0,0,1,4,13,2,2,2,48,0,2,5,5,5,0,5,3,6,45
2016-10-01,18,0,14,0,0,0,0,4,7,8,8,0,8,1,1,48,6,1,0,0,10,0,0,10,1,5,25,0,0,0,0,14,5,0,6,18,6,0,0,0,0,3,3,8,0,28,5,0,0,0,11,4,13,0,28,0,0,8,0,15,3,27,6,61,4,0,0,0,58,5,0,11,15,0,0,0,9,0,1,2,3,6,2,0,8,46,1,2,3,9,7,5,5,0,0,42
2016-11-01,13,0,0,0,0,0,0,4,9,0,32,0,8,0,3,56,2,2,0,0,10,0,0,3,2,5,32,0,0,0,0,26,4,12,9,12,6,1,0,0,0,0,8,3,0,35,15,0,0,0,8,0,4,1,33,0,0,13,3,8,7,31,4,23,2,0,0,0,59,4,0,14,14,0,17,0,9,1,0,3,3,12,4,2,8,56,1,3,2,9,9,5,0,3,3,54
2016-12-01,16,0,9,9,0,0,0,4,5,8,12,0,0,1,2,60,8,2,0,0,13,1,0,14,1,5,45,0,0,4,2,37,0,6,6,6,0,0,0,0,0,6,8,3,0,43,20,0,0,4,17,4,15,1,26,0,0,10,0,21,8,45,7,15,2,0,0,0,60,10,2,14,19,9,9,0,9,0,1,2,13,14,3,2,7,50,0,4,4,7,16,9,0,15,6,50
2017-01-01,19,0,17,9,9,0,3,3,40,11,22,0,23,0,1,67,8,2,0,0,17,1,0,14,2,4,41,9,0,5,2,31,7,11,14,17,17,0,0,0,1,14,7,2,0,55,10,0,10,4,14,7,11,1,31,0,0,11,5,36,11,50,8,19,6,1,0,0,64,6,0,25,22,0,16,0,8,0,1,6,11,7,7,3,24,64,1,1,3,9,22,7,0,14,8,56
2017-02-01,44,9,45,14,9,4,11,7,16,20,32,0,63,0,2,69,28,2,0,0,44,2,0,50,10,7,41,5,5,7,3,50,10,27,30,50,24,0,0,1,3,54,10,13,0,61,30,0,23,4,48,25,17,2,32,1,0,12,7,58,50,68,23,22,9,2,0,0,72,30,4,63,20,9,78,4,17,1,7,14,40,21,10,8,62,59,2,3,13,12,35,16,5,6,3,62
2017-03-01,25,8,25,12,12,0,0,8,5,0,36,0,36,0,2,56,16,2,0,0,27,1,0,29,2,4,29,4,0,8,2,35,9,5,13,35,8,0,0,0,2,31,6,5,0,57,11,0,14,3,27,7,7,2,28,0,0,11,0,27,25,40,16,9,5,1,0,0,65,11,2,29,15,12,31,4,4,2,4,6,29,2,6,2,34,60,3,3,7,6,25,15,4,5,3,43
2017-04-01,10,27,9,9,0,0,0,3,12,15,27,0,15,0,2,49,6,1,0,0,12,0,0,11,1,4,11,0,0,4,0,18,4,6,6,9,6,0,0,0,1,14,2,5,0,42,7,0,5,0,9,11,9,0,34,0,0,11,3,21,10,24,9,4,4,0,0,0,64,6,0,23,10,4,8,0,8,2,0,2,8,2,2,2,9,43,2,2,4,5,9,9,0,3,0,43
2017-05-01,5,9,0,0,0,0,0,0,5,8,19,0,0,0,1,38,3,1,0,0,6,1,0,5,1,4,13,0,0,2,2,19,2,6,6,12,12,0,0,0,0,0,0,2,0,39,7,0,0,4,9,4,7,1,25,0,0,10,3,8,6,21,5,6,4,0,0,0,63,4,2,9,13,4,0,0,8,0,1,1,2,2,5,2,0,38,0,2,1,9,7,5,0,0,0,52
2017-06-01,5,0,0,9,0,0,0,0,11,16,16,0,0,0,2,35,2,0,0,0,4,1,0,4,0,7,9,0,0,0,0,11,2,0,6,0,0,0,0,0,1,3,3,0,0,43,8,0,5,0,4,0,4,0,22,0,0,12,0,5,0,12,3,7,0,0,0,0,65,3,0,5,12,0,4,0,0,0,0,1,0,2,5,0,2,33,1,4,1,5,9,0,0,0,0,39
2017-07-01,4,0,18,0,9,3,0,0,7,0,19,0,0,0,2,35,2,1,0,0,2,1,0,3,1,4,18,0,0,0,0,15,4,0,6,0,0,0,0,0,0,3,5,3,0,25,0,0,0,0,8,4,0,1,25,0,0,7,0,5,3,15,5,4,4,0,0,0,67,0,0,4,15,0,4,0,0,1,0,0,1,2,2,0,2,27,0,1,1,0,9,0,0,0,0,29
2017-08-01,5,0,0,0,0,0,0,3,5,7,7,0,0,0,0,35,0,1,0,0,5,0,0,1,0,4,23,0,0,0,0,21,2,0,16,5,0,0,0,0,1,5,0,2,0,23,5,0,5,3,10,3,5,1,29,0,0,6,0,6,3,13,2,9,0,0,0,0,63,4,0,3,10,0,4,0,0,0,0,2,1,7,3,0,2,30,0,2,4,4,11,0,0,0,0,56
2017-09-01,13,0,0,0,0,3,0,3,15,7,22,0,7,0,3,48,3,1,0,0,8,0,0,6,1,8,19,0,4,0,2,23,3,5,14,11,5,1,0,1,1,2,6,5,0,53,9,0,7,3,7,3,5,1,35,0,0,6,3,12,6,16,5,27,4,0,0,0,64,5,2,8,15,0,0,0,4,1,1,3,2,11,4,0,3,38,1,2,3,0,6,0,0,3,0,63
2017-10-01,19,0,16,0,0,0,0,3,20,0,49,0,0,0,1,46,6,1,0,0,12,2,0,10,2,6,20,4,0,2,0,26,3,5,5,11,5,0,0,0,1,7,7,5,0,43,4,0,4,7,10,0,5,1,29,0,0,21,0,24,4,28,9,48,2,0,0,0,64,2,0,13,21,4,12,0,0,0,1,2,4,6,2,2,5,51,0,3,3,4,16,0,4,5,0,34
2017-11-01,17,8,8,17,0,3,0,0,16,22,18,0,0,0,3,60,7,3,0,0,14,1,0,13,3,14,60,0,0,0,3,22,2,5,11,5,5,0,0,0,1,6,6,9,0,44,14,0,12,0,7,0,9,1,28,0,0,15,3,17,15,26,6,31,3,0,0,0,65,8,2,18,21,0,8,0,20,0,2,0,8,3,10,0,15,60,0,1,4,9,25,11,4,5,0,71
2017-12-01,44,13,25,17,8,5,8,8,33,18,47,0,40,2,3,80,29,4,0,0,34,3,0,52,9,8,73,10,4,11,2,73,9,8,35,38,8,1,0,1,4,48,8,11,0,84,28,0,37,0,40,17,19,1,28,1,0,18,5,58,32,71,26,36,14,2,0,0,67,32,5,47,16,8,68,8,0,3,5,5,52,20,10,9,69,81,1,6,11,13,77,32,0,8,8,54
2018-01-01,96,12,32,24,20,11,5,25,96,24,52,0,97,1,3,100,56,5,0,0,96,4,0,100,11,12,100,10,8,12,3,80,27,21,91,63,23,85,0,1,4,88,16,21,0,100,58,0,33,13,97,23,47,1,37,0,0,13,10,98,79,100,56,39,26,3,0,0,82,48,8,100,30,4,100,8,19,4,9,16,88,46,9,15,99,86,3,5,24,37,86,86,8,29,0,100
2018-02-01,100,13,100,39,9,8,10,19,100,11,34,0,64,1,3,79,56,4,0,0,100,2,0,100,12,7,72,11,4,14,0,70,36,31,74,76,20,100,0,1,6,100,16,27,0,70,53,0,51,11,100,18,51,2,49,1,0,9,10,100,68,80,59,25,34,3,0,0,85,63,5,97,27,12,87,16,21,6,5,14,100,48,11,21,100,79,3,3,26,51,100,62,7,17,11,65
2018-03-01,19,0,16,16,8,0,0,11,28,14,0,0,14,0,2,58,8,2,0,0,15,0,0,14,2,4,32,6,0,3,0,23,8,5,16,10,5,13,0,1,2,10,4,5,0,45,9,0,13,3,25,7,13,1,39,0,0,12,3,21,16,30,7,6,11,0,0,0,65,15,2,18,21,8,12,0,8,1,1,1,12,21,2,2,11,49,1,2,3,16,22,12,4,8,5,42
2018-04-01,10,0,0,0,0,3,0,3,16,7,25,0,0,0,1,49,4,1,0,0,8,0,0,6,1,6,18,0,0,0,0,19,4,5,13,11,5,10,0,1,1,7,11,4,0,61,4,0,4,0,15,3,10,1,35,0,0,15,3,19,9,33,4,4,7,0,0,0,66,3,0,12,19,4,0,0,8,0,1,1,5,7,8,2,7,52,1,3,4,12,6,0,4,3,3,58
2018-05-01,6,8,8,0,0,0,0,0,10,7,14,0,0,0,1,38,2,1,0,0,5,1,0,4,1,6,24,0,0,0,3,20,5,11,5,5,0,2,0,0,1,5,2,2,0,39,0,0,5,0,9,7,7,1,23,0,0,12,0,10,3,29,3,4,0,0,0,0,61,3,0,7,12,0,0,0,0,0,1,1,1,2,4,0,5,40,0,1,1,8,8,0,0,5,0,40
2018-06-01,5,0,0,0,0,0,0,0,0,7,15,0,0,0,1,35,2,1,0,0,3,0,0,4,0,4,11,0,0,2,0,21,4,6,6,0,6,1,0,0,0,0,2,4,0,52,5,0,0,0,4,0,4,2,24,0,0,5,0,16,3,21,3,3,2,0,0,0,62,2,0,4,16,0,4,0,4,0,0,0,1,2,2,0,9,41,0,2,1,4,4,0,0,0,0,28
2018-07-01,4,0,0,0,8,0,0,6,6,7,21,0,0,0,1,32,1,0,0,0,2,0,0,3,2,8,6,0,0,0,0,14,0,5,11,5,0,1,0,0,0,5,2,0,0,46,5,0,0,0,7,0,0,0,24,0,0,5,3,11,3,13,3,2,2,0,0,0,62,0,0,2,10,0,0,0,8,0,0,1,1,0,4,0,2,24,0,1,2,4,0,4,0,0,0,43
2018-08-01,6,0,0,0,0,0,0,3,9,24,10,0,0,0,1,37,3,1,0,0,4,2,0,5,0,0,24,0,4,0,2,18,0,0,16,5,5,5,0,0,1,0,0,2,0,49,9,0,4,0,10,0,7,1,28,0,0,19,3,13,0,16,3,5,2,0,0,0,62,3,0,7,16,0,0,0,8,0,0,0,1,4,3,2,4,32,0,1,2,0,6,0,0,0,0,45
2018-09-01,14,0,0,8,0,3,0,6,22,7,14,0,7,0,3,44,3,1,0,0,9,0,0,5,0,8,26,0,0,0,0,19,2,5,16,0,5,16,0,0,1,9,2,3,0,54,18,0,5,5,3,3,5,1,29,0,0,10,0,7,6,22,6,36,2,0,0,0,61,3,0,7,17,4,0,0,4,0,0,2,2,7,3,4,3,40,0,3,3,4,8,6,4,3,3,59
2018-10-01,27,0,8,8,0,0,0,3,25,21,14,0,7,0,1,61,9,2,0,0,19,0,0,17,2,4,41,0,4,0,2,33,5,11,5,5,11,23,0,0,1,5,7,7,0,57,9,0,9,3,10,10,15,1,27,0,0,7,0,25,13,34,7,70,6,0,0,0,62,8,0,14,21,0,8,4,4,1,0,2,2,20,4,2,5,40,1,1,3,10,23,8,4,8,0,59
2018-11-01,22,0,8,0,0,0,6,3,16,7,7,0,7,0,2,71,9,2,0,0,16,1,0,15,1,4,41,0,0,0,3,37,7,0,19,11,5,16,0,0,2,8,3,3,0,63,14,0,16,0,9,3,10,1,35,1,0,6,3,24,15,31,8,26,5,0,0,0,64,12,2,22,16,4,23,0,16,0,0,2,8,12,3,2,13,72,2,2,6,8,37,8,0,5,0,42
2018-12-01,27,16,16,0,8,3,3,3,19,17,17,0,21,0,3,72,12,4,0,0,24,1,0,22,1,4,72,0,0,0,0,49,8,5,21,13,10,15,0,0,3,27,2,6,0,67,16,0,27,7,30,3,5,0,26,0,0,12,0,29,22,67,7,22,7,1,0,0,65,11,0,17,13,8,46,11,8,1,2,1,16,7,2,4,31,73,2,3,5,12,22,6,4,3,3,50
2019-01-01,31,0,19,12,0,6,0,3,17,0,13,0,17,0,2,79,21,4,0,0,28,1,0,36,5,6,74,4,0,5,2,50,7,8,33,33,10,5,0,1,3,41,9,4,0,39,17,0,24,3,28,0,13,2,28,0,0,13,0,31,14,60,18,13,13,1,0,0,68,19,2,37,26,11,29,7,0,2,3,5,24,22,6,2,33,60,1,4,9,22,46,16,4,5,3,68
2019-02-01,49,0,38,8,8,0,5,11,18,15,47,0,25,1,2,78,32,4,0,1,46,2,0,56,5,25,82,6,0,9,2,65,16,11,44,41,5,3,0,1,4,94,6,12,0,68,14,0,33,4,75,11,25,2,43,1,0,17,3,46,31,66,31,15,17,2,0,0,73,35,2,47,30,12,56,16,12,1,4,7,54,16,6,5,63,69,2,2,9,17,71,26,8,8,3,77
2019-03-01,27,0,24,16,8,5,0,6,12,21,24,0,28,0,2,66,19,2,0,0,26,0,0,34,5,4,40,0,4,2,0,45,7,5,13,41,10,2,0,1,2,44,3,9,0,75,24,0,18,0,40,12,10,1,28,0,0,9,3,32,20,57,26,11,14,1,0,0,69,19,0,26,21,0,34,4,4,2,1,1,32,10,2,5,36,55,1,3,6,10,49,16,8,10,0,60
2019-04-01,13,8,0,8,0,0,6,3,16,11,36,0,0,0,1,53,8,1,0,0,11,1,0,14,3,0,25,0,0,0,0,23,3,5,8,8,5,1,0,0,1,14,9,5,0,62,11,0,5,3,16,3,5,0,37,0,0,15,3,15,14,38,7,3,8,0,0,0,67,10,0,9,16,0,8,4,4,0,1,2,11,8,4,4,14,56,1,3,5,4,30,4,8,3,0,54
2019-05-01,7,0,0,0,0,0,0,3,6,14,14,0,14,0,2,50,5,1,0,0,6,0,0,10,1,4,21,0,0,4,0,37,2,5,13,11,0,0,0,1,1,12,3,5,0,66,7,0,5,0,3,0,3,0,29,0,0,13,3,8,8,23,8,4,5,0,0,0,65,2,2,8,16,0,4,0,4,0,2,0,2,0,4,2,7,49,2,3,3,0,8,11,0,3,0,32
2019-06-01,5,0,0,0,0,3,0,3,3,7,26,0,7,0,1,45,2,1,0,0,4,0,0,4,0,17,15,0,0,2,0,21,6,5,5,5,5,1,0,0,1,4,2,5,0,28,9,0,5,0,4,4,7,1,25,0,0,8,0,9,6,15,5,6,2,0,0,0,62,2,0,4,16,4,0,0,4,0,0,1,2,3,2,0,4,38,0,1,2,6,6,4,0,0,0,30
2019-07-01,5,0,16,0,0,0,0,3,3,7,11,0,0,0,2,34,2,1,0,0,3,0,0,3,0,4,12,0,0,0,2,20,2,0,5,5,11,1,0,0,0,7,3,0,0,49,4,0,0,3,8,0,0,1,25,0,0,6,0,9,0,16,2,2,0,0,0,0,60,3,0,5,6,0,0,0,4,0,0,0,1,0,4,0,3,26,1,2,1,4,6,4,0,0,0,32
2019-08-01,7,0,7,0,0,0,3,6,14,12,6,0,0,0,1,42,3,1,0,0,7,0,0,5,1,4,25,0,0,0,2,21,3,9,9,5,0,0,0,0,0,3,0,3,0,46,6,0,0,0,8,0,9,1,27,0,0,7,0,14,3,23,4,12,3,0,0,0,60,2,0,10,20,7,3,0,7,0,0,1,1,2,3,2,4,35,0,1,2,4,11,7,0,2,0,40
2019-09-01,16,0,8,0,8,0,3,6,27,7,7,0,0,0,2,51,6,1,0,0,12,1,0,11,2,4,21,0,0,0,2,26,4,5,10,5,0,2,0,0,1,4,4,3,0,57,4,0,11,3,16,5,13,1,36,0,0,8,0,17,8,23,7,46,3,0,0,0,61,6,0,7,16,0,11,0,4,0,0,2,3,14,5,0,8,43,1,2,4,4,14,4,0,2,0,47
2019-10-01,30,7,7,0,0,3,3,0,24,6,6,0,0,0,3,61,9,2,0,0,22,1,0,15,1,11,41,4,0,3,2,27,4,5,12,7,9,1,0,0,1,6,9,4,0,40,8,0,6,0,24,7,7,1,33,0,0,13,0,23,6,28,9,45,4,0,0,0,60,13,1,16,16,3,14,0,7,0,0,1,5,12,4,2,14,52,0,3,8,9,16,4,0,9,0,35
2019-11-01,28,0,18,7,0,3,3,6,14,13,19,0,22,0,3,75,15,2,0,0,21,1,0,26,3,7,42,4,0,3,2,48,8,10,26,10,14,0,0,1,2,13,10,3,0,67,12,0,16,3,25,6,17,1,39,0,0,8,11,29,13,37,8,32,8,1,0,0,61,19,2,15,11,0,31,0,7,0,1,0,9,7,9,6,22,79,1,2,8,11,28,8,7,0,2,48
2019-12-01,51,7,50,11,14,4,0,10,32,31,40,0,40,0,3,94,39,4,0,0,51,3,0,70,9,12,85,5,0,10,2,100,18,21,48,53,12,1,0,2,3,79,18,16,0,81,28,0,28,3,61,6,18,2,21,1,0,12,10,65,56,75,29,22,22,2,0,0,65,22,5,41,19,14,95,10,27,2,6,7,44,14,4,14,87,87,5,2,16,13,85,20,5,12,0,58
