date,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza,mn flu,influenza a and b,remedies for flu,flu season,flu shots,dangerous fever,flu versus cold,how long is the flu contagious,medicine for the flu,treating flu,flu how long,fever cough,flu and cold,flu in mn,braun thermoscan,the flu,flu symptoms,cure flu,how long flu,how long is the flu,symptoms of flu,fever reducer,flu contagious period,treating the flu,flu children,incubation period for flu,how long contagious,flu minnesota,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu headache,flu vs. cold,human temperature,high fever,flu treatments,cold vs flu,influenza type a,fight the flu,the flu virus,how to treat flu,reduce fever,cdc,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu shot side effects,signs of the flu,treat flu,how to get rid of the flu,body temperature
2010-11-01,18,0,0,0,6,2,12,6,0,0,13,67,0,0,0,0,0,10,6,6,0,0,15,10,0,10,13,10,6,0,0,31,0,7,21,14,21,2,0,0,27,0,36,0,0,31,0,31,21,0,0,0,0,6,0,2,43,0,25,25,0,0,4,28,0,37,0,0,0,18,0,0,36,0,0,0,0,19,0,19,0,0,0,0,0,0,17,26,34,19,0,0,47,12,0,0,56
2010-12-01,15,6,6,0,0,0,4,3,0,0,0,13,0,0,0,48,0,16,6,6,6,1,9,14,0,16,0,23,0,31,0,31,0,35,14,0,0,2,2,2,8,0,0,0,36,21,0,21,21,0,0,0,0,2,2,0,44,0,0,51,25,0,4,25,0,25,8,0,16,0,0,0,27,0,49,0,25,0,19,19,0,13,13,26,0,0,34,26,34,19,37,0,38,0,12,0,75
2011-01-01,15,0,0,0,0,0,8,1,1,0,4,4,0,0,52,0,26,21,14,5,4,0,17,11,1,21,0,7,0,0,0,34,35,19,11,8,15,1,1,0,7,0,0,20,0,0,0,29,23,0,16,0,0,3,0,2,40,0,14,35,0,2,0,29,4,9,4,4,16,0,20,0,44,0,27,0,0,11,16,10,11,0,7,25,0,0,33,19,14,15,15,0,20,7,0,13,78
2011-02-01,16,0,4,7,0,1,19,1,1,4,4,8,0,0,27,27,27,9,17,7,7,1,15,16,1,9,0,17,11,0,0,18,0,24,4,0,32,3,1,1,3,0,0,82,21,18,0,0,78,0,66,0,0,0,2,1,44,14,22,22,14,0,10,23,2,9,0,5,7,0,0,0,57,0,14,0,14,0,11,0,11,0,0,11,0,0,15,25,10,0,32,21,0,0,11,0,75
2011-03-01,14,0,0,5,5,1,20,2,1,3,0,0,3,0,24,0,0,11,13,7,3,0,16,9,1,11,5,10,0,0,0,16,16,7,18,4,18,1,1,0,4,0,0,18,18,11,0,11,53,0,0,15,15,1,1,3,36,0,0,26,13,4,14,9,7,4,6,0,6,0,18,0,46,12,12,12,25,0,19,14,19,0,7,10,0,0,9,39,9,14,9,10,0,6,6,0,66
2011-04-01,9,0,0,3,0,0,7,1,0,0,3,0,0,0,0,24,24,6,3,10,10,0,6,10,0,6,3,6,3,0,0,16,0,3,3,3,14,1,2,1,1,0,18,0,36,10,0,21,37,0,0,0,0,0,0,1,39,0,0,19,0,2,7,11,2,4,4,0,12,0,9,0,45,0,12,0,0,0,0,0,0,13,0,20,0,0,9,22,0,0,19,19,0,0,6,0,40
2011-05-01,6,0,0,5,0,0,3,1,0,0,0,0,3,0,0,0,0,10,13,6,0,0,7,6,0,10,3,5,3,0,0,0,0,7,7,0,7,0,0,0,1,0,0,18,0,10,0,10,26,0,0,0,0,0,0,0,54,0,0,32,0,0,5,5,0,4,0,0,0,0,9,0,32,12,0,0,24,0,0,0,0,7,7,0,0,9,9,9,0,9,9,0,0,6,0,0,59
2011-06-01,4,0,0,3,0,1,2,0,0,0,3,0,0,0,0,0,0,5,0,3,3,0,4,3,0,5,0,10,3,0,0,16,0,7,0,0,11,0,0,1,1,0,0,0,0,11,0,0,27,0,0,0,0,0,1,2,36,0,0,26,0,0,4,6,0,8,0,0,0,9,0,0,23,13,0,0,13,0,0,30,10,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,42
2011-07-01,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,3,1,3,3,0,3,0,3,3,0,0,0,0,10,0,0,3,0,0,0,1,0,0,0,0,0,0,15,60,0,0,0,0,0,0,1,21,0,0,24,0,0,5,5,0,4,0,0,0,0,9,0,26,0,0,0,0,0,0,9,0,9,0,0,0,0,8,8,0,0,0,0,0,0,0,0,47
2011-08-01,4,0,0,3,3,1,2,0,0,0,6,3,0,0,0,0,0,3,0,3,3,0,5,2,0,3,0,5,3,0,0,0,15,10,3,0,3,0,0,0,2,0,0,17,0,10,0,15,35,0,14,0,0,0,1,1,36,0,0,55,0,0,2,5,0,12,0,0,0,0,9,0,39,0,0,0,12,0,0,0,0,6,0,0,0,0,8,0,8,9,0,0,0,0,0,0,60
2011-09-01,14,0,0,4,0,1,4,2,0,3,9,34,3,0,0,0,0,5,9,3,3,1,10,5,1,5,3,5,3,0,0,15,0,3,0,0,6,1,0,1,28,0,0,17,0,10,0,10,34,0,14,0,0,1,0,0,36,0,0,12,0,0,2,3,0,42,0,0,4,0,0,0,34,0,12,0,12,0,9,9,0,6,0,6,0,0,16,16,20,18,0,0,9,0,0,0,52
2011-10-01,24,6,0,6,3,0,7,4,0,0,6,73,0,0,22,21,0,17,6,6,6,1,15,12,0,17,6,19,0,0,0,21,0,16,9,3,9,1,1,0,47,0,0,0,16,19,0,19,43,0,0,0,0,1,0,3,38,11,0,46,11,0,6,3,2,48,4,0,6,8,0,0,41,0,0,0,17,9,9,13,0,6,0,9,6,0,15,15,15,0,0,0,72,0,6,0,76
2011-11-01,16,0,0,0,0,1,5,2,0,0,0,19,0,0,0,23,23,16,3,6,3,1,12,12,1,16,0,12,0,0,0,0,0,13,0,0,23,2,0,0,20,0,17,17,17,20,0,20,40,0,14,0,0,2,0,1,48,0,12,61,0,2,5,24,3,22,4,0,8,0,9,0,52,12,0,12,35,9,9,9,0,10,0,13,0,0,25,21,8,9,27,0,32,12,6,6,75
2011-12-01,17,0,6,12,0,1,6,2,0,3,3,7,0,0,0,0,0,19,3,10,10,0,19,16,1,19,3,15,5,0,0,0,0,25,14,4,18,1,0,0,9,0,0,0,18,0,0,10,52,0,0,0,0,1,1,1,31,0,0,50,13,0,5,56,0,25,0,0,6,9,0,0,50,25,0,37,37,0,10,29,10,6,13,10,7,0,39,17,9,10,9,10,9,0,6,6,47
2012-01-01,14,0,3,9,3,1,7,1,0,0,3,3,0,0,0,23,0,12,12,6,3,1,13,13,0,12,9,8,3,0,0,15,15,13,0,3,10,2,1,1,5,0,0,51,26,10,0,20,30,0,41,0,0,1,3,2,40,0,0,60,12,2,5,39,2,8,4,8,6,9,9,0,47,23,0,0,23,9,9,9,9,6,0,9,0,0,20,0,8,9,9,0,13,0,9,6,65
2012-02-01,13,3,0,3,0,1,10,2,0,3,3,0,3,0,0,0,0,10,10,6,4,1,15,13,0,10,6,12,0,0,0,29,0,13,0,0,22,2,0,1,4,0,0,33,25,0,0,15,58,0,27,0,13,0,1,1,42,0,0,47,12,0,5,31,2,6,0,0,15,0,12,0,37,11,23,11,23,0,27,18,9,6,0,24,0,0,32,16,0,0,0,9,0,12,11,6,57
2012-03-01,9,0,3,4,0,0,14,1,0,0,3,3,0,22,0,0,0,3,12,6,6,0,12,10,0,3,0,15,6,0,0,14,0,6,3,0,26,1,1,1,1,0,17,33,0,10,0,10,68,0,0,0,0,1,1,1,42,12,0,18,0,3,0,25,3,6,4,4,8,8,0,0,54,0,11,11,11,0,0,27,0,0,0,12,6,0,24,20,0,9,0,9,0,0,6,17,58
2012-04-01,6,3,0,8,0,0,9,0,0,0,0,0,3,0,0,0,0,14,11,3,3,0,6,9,0,14,3,10,3,0,0,13,0,9,3,0,3,0,0,0,1,0,0,0,0,9,0,44,49,0,0,12,0,1,0,3,36,0,11,11,0,0,0,13,0,5,3,0,10,0,8,0,53,0,0,0,31,0,8,16,8,6,0,17,0,0,29,11,18,0,0,8,0,0,5,5,42
2012-05-01,5,0,0,2,0,0,4,1,0,0,0,0,2,0,0,0,18,4,10,5,0,1,4,6,0,4,0,5,2,0,0,0,0,5,5,0,5,0,0,0,1,0,13,13,0,16,0,16,16,0,0,0,0,0,1,1,31,0,0,10,9,1,0,15,3,3,3,0,3,0,7,0,34,0,0,0,14,0,0,21,0,0,0,5,0,0,16,19,0,0,0,7,0,9,0,5,56
2012-06-01,4,0,0,5,0,0,2,0,0,0,0,0,0,0,18,0,0,4,5,0,0,1,5,3,0,4,2,7,2,0,0,0,0,8,0,0,3,1,1,0,2,0,0,0,28,0,0,12,44,0,0,0,0,0,1,1,34,0,0,14,0,0,1,8,0,0,0,0,5,7,7,0,41,0,9,0,9,7,7,0,0,5,0,8,0,0,7,13,7,0,0,0,0,0,5,0,45
2012-07-01,3,0,2,0,0,0,2,1,0,0,2,5,2,0,0,0,0,5,7,3,0,0,3,3,1,5,0,2,2,0,0,33,0,12,0,2,12,1,0,1,1,0,0,0,13,7,0,7,56,0,0,0,0,1,1,1,25,0,0,27,0,0,0,10,0,3,0,0,0,0,0,0,32,0,0,0,17,0,0,7,7,5,0,0,0,0,9,12,6,0,0,0,0,4,4,0,57
2012-08-01,10,3,0,5,0,1,3,4,0,0,0,3,0,20,20,0,0,4,4,5,8,0,4,7,0,4,3,4,0,0,0,13,0,6,12,0,12,1,0,1,5,0,0,0,0,0,0,0,31,0,0,0,0,0,1,1,39,0,11,32,0,0,1,4,0,12,5,0,0,0,8,0,26,0,20,0,10,0,0,8,0,5,0,0,0,0,7,7,11,0,8,8,0,0,0,0,37
2012-09-01,17,3,3,4,0,0,6,3,0,0,0,33,3,0,0,21,21,13,4,3,8,0,9,10,1,13,0,11,3,0,0,21,0,9,9,3,15,1,0,0,21,0,0,16,16,14,0,23,32,0,0,0,0,3,0,0,46,0,0,44,0,0,2,6,0,41,4,0,7,0,0,0,55,22,11,0,0,0,0,21,0,6,0,11,0,0,7,15,7,0,16,0,16,0,5,0,52
2012-10-01,24,0,2,2,0,1,7,4,0,7,2,55,2,0,18,0,0,13,4,7,5,0,18,13,0,13,2,17,0,0,0,35,12,8,16,0,18,1,1,0,48,0,27,27,20,8,0,19,35,0,0,0,0,1,1,0,49,0,0,24,9,0,4,31,1,38,6,0,8,0,13,0,44,9,9,0,9,7,0,11,7,5,0,12,5,0,29,6,0,7,0,14,52,5,0,0,60
2012-11-01,18,0,3,8,0,0,8,2,0,6,0,11,0,0,60,20,0,15,5,4,3,1,20,14,1,15,5,11,3,0,0,0,13,18,3,6,12,1,1,1,20,0,0,15,15,18,0,9,35,0,12,0,0,1,0,1,39,0,11,58,0,1,3,42,3,27,10,0,5,0,15,0,53,10,10,0,10,8,16,24,0,0,0,8,0,0,32,0,7,8,8,8,24,5,5,5,71
2012-12-01,29,0,3,3,0,0,37,4,1,3,3,14,0,61,30,0,20,36,17,19,6,1,27,30,0,36,3,21,6,13,0,13,13,41,12,3,24,2,2,1,18,0,0,69,15,27,0,31,63,0,100,12,0,3,1,1,29,11,11,54,22,5,8,61,5,23,7,3,30,0,23,0,58,11,58,16,16,16,8,45,8,6,6,48,0,7,59,29,37,20,24,12,8,11,13,5,93
2013-01-01,100,5,5,4,7,2,75,28,1,5,23,96,8,18,46,37,18,99,14,29,55,1,98,89,1,99,13,68,12,12,0,55,0,51,100,8,16,3,3,2,75,0,0,98,28,16,0,28,49,0,34,23,0,5,2,2,59,44,20,34,20,10,19,54,10,100,16,3,62,14,49,7,42,19,100,29,43,26,44,100,7,5,5,100,5,10,50,13,100,18,22,44,33,12,15,5,99
2013-02-01,20,2,5,2,4,0,20,4,0,3,3,5,3,0,38,0,19,26,9,8,5,0,27,26,0,26,9,23,3,13,0,31,19,14,6,3,14,3,2,1,5,0,0,29,22,13,0,25,33,0,12,12,0,1,0,1,41,25,10,35,10,7,11,33,8,18,8,3,13,0,11,0,50,10,24,10,19,8,27,19,8,10,5,21,0,0,24,41,31,7,15,15,22,5,0,5,74
2013-03-01,12,2,2,3,2,0,11,2,0,0,2,0,0,0,31,16,16,15,10,8,6,0,17,13,0,15,6,9,0,0,0,10,10,14,5,2,12,1,0,0,2,0,12,12,12,0,0,28,24,0,10,10,0,2,1,1,34,17,8,29,8,7,7,32,8,8,0,0,12,6,12,0,57,0,12,8,16,0,6,31,13,9,4,20,0,0,26,14,23,6,19,6,6,0,4,4,64
2013-04-01,13,0,2,28,0,0,6,1,0,0,2,0,0,0,16,16,0,12,8,7,2,0,12,10,0,12,3,9,0,0,0,11,11,12,9,5,9,1,1,1,2,0,12,12,24,0,0,25,46,0,0,0,0,1,1,0,44,8,9,8,9,4,4,23,4,6,3,3,7,6,0,0,52,8,25,8,0,0,6,16,7,4,0,11,4,12,35,17,15,6,6,6,0,0,8,4,36
2013-05-01,8,0,0,14,2,0,4,1,0,0,2,2,0,0,15,0,15,3,6,3,2,0,7,5,0,3,4,6,10,0,0,10,0,18,2,2,7,1,1,0,1,0,0,0,12,14,0,14,37,0,0,0,9,1,1,1,32,8,8,25,8,0,0,14,0,3,0,0,3,0,12,6,53,0,8,0,8,0,9,9,6,4,0,4,0,0,22,8,6,6,6,18,0,4,8,0,61
2013-06-01,4,0,0,5,2,0,2,0,0,0,0,0,2,0,17,0,0,3,10,3,5,0,3,2,0,3,0,4,4,0,0,11,0,22,5,0,12,1,1,0,1,0,0,0,0,0,0,7,40,0,0,0,0,0,0,1,33,0,9,36,0,0,2,9,0,3,6,0,0,0,0,0,44,0,8,0,9,0,0,7,7,9,0,0,0,0,9,6,0,0,7,10,0,4,0,0,37
2013-07-01,5,0,2,4,0,0,2,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,4,4,0,2,0,6,2,0,0,0,0,7,0,0,10,1,1,0,2,0,0,0,13,7,0,15,30,0,0,0,0,1,0,1,30,0,0,18,9,0,1,20,0,3,0,0,3,0,6,0,35,9,9,0,0,0,7,7,7,0,0,5,0,0,18,0,12,0,7,7,0,0,0,0,29
2013-08-01,6,0,2,8,0,0,2,1,0,0,2,2,0,0,0,0,0,5,9,5,3,1,3,4,0,5,0,5,4,0,0,16,11,17,2,2,10,0,0,0,4,0,0,13,25,7,0,15,51,0,0,0,0,0,0,1,31,0,9,27,0,0,3,11,0,17,0,0,3,0,0,0,25,0,0,0,9,7,7,7,0,5,0,5,0,0,12,12,6,7,7,0,0,0,0,0,39
2013-09-01,17,0,0,2,2,0,6,3,0,0,4,40,0,0,0,0,16,15,7,13,5,0,12,7,0,15,2,11,2,0,0,20,0,25,7,2,18,1,0,1,29,0,0,12,0,0,0,10,41,0,9,0,0,0,1,1,34,0,8,17,8,0,1,7,0,69,0,3,5,12,0,6,32,0,0,0,0,0,0,9,12,4,0,9,0,6,14,11,22,6,18,6,21,4,0,4,53
2013-10-01,26,2,2,3,0,0,7,4,0,0,4,55,2,0,14,14,14,8,9,7,4,1,19,10,0,8,4,8,2,0,0,24,0,13,15,0,15,2,0,0,48,0,0,22,11,0,0,19,38,0,17,0,0,1,1,0,41,0,15,19,0,1,2,12,1,59,7,0,5,8,5,5,38,7,7,0,15,0,0,26,6,8,0,8,0,0,13,16,21,8,6,11,56,4,0,4,62
2013-11-01,19,2,2,4,0,1,5,3,0,6,4,15,2,0,30,0,15,17,5,6,4,0,19,10,0,17,3,13,4,20,0,10,10,22,4,2,18,1,1,0,27,0,12,23,17,7,0,10,37,0,18,0,9,1,1,1,38,0,8,16,0,2,5,27,5,40,6,5,9,0,9,0,54,8,23,0,8,6,6,24,6,4,8,15,0,0,30,16,8,6,0,12,36,6,6,4,65
2013-12-01,27,0,5,3,2,0,13,1,0,0,4,8,4,15,31,15,15,22,9,9,5,1,27,24,1,22,4,20,4,10,0,10,10,26,2,0,22,1,1,0,14,0,0,17,17,20,0,17,33,0,19,0,0,1,1,1,34,8,16,16,16,2,8,58,2,26,10,0,22,6,11,0,60,8,35,8,20,0,6,31,12,8,6,36,4,11,41,25,8,12,24,27,18,4,8,12,52
2014-01-01,34,0,3,9,2,1,30,3,0,8,14,16,2,14,51,15,15,37,12,12,12,0,38,27,1,37,9,37,5,19,0,19,19,28,11,6,8,2,1,0,23,0,11,33,17,16,0,13,51,0,27,18,0,2,1,2,36,19,8,58,8,8,2,40,11,35,5,6,19,6,25,5,36,7,45,0,7,12,12,61,9,8,6,30,4,0,24,18,39,9,26,20,26,10,4,11,55
2014-02-01,16,0,5,2,2,0,15,3,0,0,2,12,0,0,18,0,0,21,17,12,7,1,17,14,1,21,5,18,5,12,0,23,12,26,3,3,16,0,1,1,4,0,0,41,20,8,0,20,35,0,44,22,0,1,1,0,43,9,9,57,9,1,3,33,1,9,5,0,6,0,14,0,51,9,18,0,14,7,7,18,7,5,5,10,0,6,26,13,16,7,21,18,11,9,14,5,54
2014-03-01,12,0,3,2,0,0,8,1,0,0,2,4,0,16,0,16,0,12,5,13,2,0,16,7,1,12,2,3,2,10,0,16,0,23,2,0,9,1,0,1,3,0,0,12,0,28,0,14,52,0,10,0,0,1,1,1,32,0,8,21,8,0,2,33,0,7,3,5,4,0,6,6,42,8,8,16,24,0,0,13,6,9,0,7,0,6,17,11,20,12,6,12,6,8,4,4,49
2014-04-01,10,4,0,3,2,0,7,1,0,0,5,0,2,0,0,16,0,9,9,7,2,1,12,7,1,9,2,13,0,0,0,11,0,24,2,2,5,1,2,0,3,0,0,25,0,7,0,22,58,0,20,0,0,1,0,1,45,9,9,22,0,2,5,23,2,8,0,0,7,6,19,0,50,8,8,8,8,7,7,13,0,9,4,11,7,0,21,15,15,6,6,13,0,0,4,0,71
2014-05-01,7,0,2,2,0,0,8,1,0,0,5,3,0,0,18,0,0,6,11,6,2,1,10,5,0,6,0,6,5,0,0,12,0,10,3,0,21,1,0,0,2,0,0,0,0,8,0,28,67,0,0,0,0,1,1,1,34,0,0,9,10,4,4,21,5,3,3,0,5,0,7,0,24,9,19,0,9,0,0,14,0,10,0,7,0,0,10,6,13,7,0,7,0,0,0,0,59
2014-06-01,5,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,3,0,3,0,3,3,0,0,0,0,9,0,3,6,0,0,0,1,0,0,0,16,9,0,9,46,0,0,0,0,1,1,1,32,0,0,11,0,0,2,17,0,7,4,0,7,0,0,0,20,0,0,0,0,0,0,8,0,0,0,12,0,0,8,15,0,8,0,0,8,0,0,0,49
2014-07-01,4,3,3,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,8,3,3,0,5,3,0,3,0,12,8,0,0,0,0,12,0,3,0,1,0,1,1,0,0,0,0,0,0,0,31,0,0,0,0,2,0,1,33,0,0,21,0,0,2,14,0,7,3,0,0,0,0,0,38,0,10,0,21,0,0,8,0,6,0,0,0,0,22,15,7,8,16,8,0,0,5,0,47
2014-08-01,8,0,0,0,0,0,2,2,0,3,3,6,3,0,0,20,0,5,7,5,5,1,5,5,0,5,3,5,5,0,0,13,0,18,6,0,12,0,0,0,4,0,0,0,30,0,0,9,84,0,0,0,0,0,0,1,46,0,0,21,11,0,3,9,0,28,0,0,3,0,0,0,27,10,0,0,10,0,0,0,0,11,0,6,0,0,11,22,14,0,8,8,0,0,11,5,66
2014-09-01,18,0,2,0,2,0,7,4,0,0,13,27,3,0,0,0,0,9,3,17,5,1,12,8,0,9,3,6,0,0,0,0,0,14,11,6,11,1,1,1,32,0,0,29,14,8,0,33,46,0,35,0,0,2,0,1,44,0,10,15,0,3,7,11,3,47,5,0,5,0,7,7,47,0,10,10,0,8,8,8,0,5,0,8,5,7,17,28,21,8,23,0,41,0,0,0,75
2014-10-01,30,0,0,5,0,0,11,5,0,0,10,61,0,0,18,0,0,13,10,9,10,1,24,10,1,13,2,11,7,0,0,41,0,21,10,5,5,2,1,2,63,0,0,20,14,8,0,16,47,0,22,0,0,3,0,1,100,10,14,33,0,0,7,15,0,89,12,3,11,0,14,0,41,9,28,0,9,0,0,22,7,10,0,17,0,0,16,16,10,21,18,14,85,0,5,0,59
2014-11-01,21,0,0,3,3,0,10,3,0,0,8,48,0,19,19,0,0,14,16,16,5,0,21,13,1,14,5,18,5,0,0,25,13,31,0,11,25,1,1,2,29,0,0,15,14,0,0,25,25,0,12,0,0,2,0,1,42,0,0,31,10,1,7,29,1,26,7,3,10,7,18,7,47,10,30,0,0,0,15,27,0,5,0,16,0,0,21,10,21,8,23,15,34,5,0,0,63
2014-12-01,56,3,3,5,4,2,72,12,1,11,11,35,5,29,76,19,19,91,22,25,22,2,67,53,1,91,13,45,8,13,0,50,38,39,39,22,31,4,4,1,25,0,29,51,58,25,0,34,80,0,47,12,12,5,3,2,50,51,20,36,10,14,21,57,19,39,8,7,54,14,33,22,62,49,54,10,49,19,27,73,15,5,8,87,0,7,38,34,38,23,49,53,34,12,18,5,90
2015-01-01,29,0,5,5,2,1,34,4,1,0,28,10,5,0,36,18,0,55,16,10,4,0,37,33,2,55,14,32,6,12,0,42,12,40,16,3,16,2,1,0,7,0,0,28,14,20,0,32,49,0,11,11,0,2,1,1,37,19,10,39,10,4,3,48,5,20,9,0,39,7,38,0,49,9,38,10,0,15,15,41,7,8,0,64,5,7,36,27,40,22,22,22,7,7,15,0,58
2015-02-01,18,0,4,3,0,0,20,1,0,8,6,3,3,0,0,0,39,20,15,7,0,0,19,18,1,20,8,27,3,0,0,0,13,26,6,0,14,1,1,0,6,0,15,15,15,9,0,21,56,0,12,0,0,2,0,1,47,10,21,31,0,1,3,43,1,12,7,0,13,7,19,0,48,0,10,0,20,0,8,31,0,8,5,22,5,7,18,21,21,8,8,19,8,0,0,5,82
2015-03-01,19,0,5,20,0,1,22,2,0,0,3,0,8,0,18,0,19,23,8,8,5,1,20,13,1,23,8,23,0,12,0,12,24,32,14,8,22,2,0,1,3,0,0,21,35,8,0,20,66,0,11,11,23,2,2,1,40,10,10,25,0,1,6,47,4,10,3,0,14,0,0,0,46,10,29,10,10,15,15,30,0,5,5,23,0,10,37,20,27,22,15,18,0,5,10,5,51
