date,flu,flu recovery,having the flu,flu rhode island,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,i have the flu,low body,flu treatment,cvs flu shots,is the flu contagious,do i have the flu,flu in ri,cold versus flu,incubation period for the flu,flu vs cold,flu type a,flu care,flu headache,flu vs. cold,human temperature,high fever,cvs flu shot,spanish flu,flu treatments,cold vs flu,influenza type a,dog flu,influenza symptoms,the flu virus,how to treat flu,reduce fever,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,fever flu,stomach flu,how long does flu last,swine flu,over the counter flu,contagious flu,what to do if you have the flu,flu report,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,tamiflu,flu map,treatment for flu,taking temperature,exposed to flu,flu symptoms 2019,keto flu,flu length,bronchitis,get over the flu,symptoms of bronchitis,cold or flu,flu medicine,flu remedies,flu shot side effects,signs of the flu,treat flu,how to get rid of the flu,body temperature
2011-06-01,3,0,0,31,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,25
2011-07-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,39,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,31,0,0,0,0,33,0,7,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,48
2011-08-01,5,0,0,28,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,0,3,0,12,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,10,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,33
2011-09-01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,28,0,19,0,29,0,0,70,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,27,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,17,0,0,0,0,0,28,0,0,0,43
2011-10-01,15,0,0,50,0,0,0,0,0,0,0,0,0,0,31,6,6,0,0,8,3,0,11,0,22,36,0,0,0,0,18,0,44,0,0,0,0,0,0,0,0,0,0,0,0,41,85,41,0,0,0,0,0,0,0,0,51,0,0,0,0,0,9,0,9,0,0,0,0,0,26,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,23,0,0,0,0,0,52,0,0,0,81
2011-11-01,11,0,0,26,0,0,0,0,0,0,0,0,0,0,63,6,0,0,0,9,8,0,11,0,11,0,0,0,0,0,18,0,18,27,0,0,27,33,0,0,0,0,0,37,0,42,42,0,0,0,0,0,44,0,0,0,0,0,0,0,0,9,9,0,9,0,26,0,0,0,39,26,0,0,0,28,0,19,0,0,0,20,0,0,0,0,32,0,0,27,0,0,27,0,0,0,51
2011-12-01,9,0,0,25,0,0,0,55,0,0,0,0,0,0,57,0,0,0,0,0,3,0,0,0,0,0,0,0,36,0,36,0,18,0,0,0,0,33,0,0,0,0,0,0,0,42,42,42,0,0,0,0,0,0,0,0,0,0,0,61,0,9,9,0,9,0,0,0,0,0,51,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,26,0,0,0,30
2012-01-01,13,0,0,25,0,0,0,0,0,0,0,0,0,0,76,0,0,0,3,12,7,0,0,0,11,0,0,0,0,0,34,0,25,0,0,26,26,31,0,0,32,0,0,0,0,40,40,0,0,0,0,0,0,49,0,0,0,0,0,0,0,8,43,0,9,0,0,0,0,0,100,0,0,0,27,26,0,6,9,6,0,0,0,0,0,0,52,0,7,0,0,0,0,0,0,0,29
2012-02-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,7,7,0,0,0,11,34,0,0,0,0,17,17,17,0,26,0,0,0,0,0,0,0,35,0,0,79,59,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,24,0,0,0,24,49,0,0,26,0,0,0,0,0,0,0,0,0,19,0,37,0,0,50,0,0,0,0,19,0,38
2012-03-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,5,0,0,8,5,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,0,24,0,0,0,24,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,36,0,14,0,0,0,0,0,0,0,28
2012-04-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,5,0,0,3,8,0,11,0,0,34,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,48,0,0,29,0,0,9,9,0,0,49,0,0,0,25,0,0,0,26,0,0,0,6,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,38
2012-05-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,34,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,6,0,0,0,0,0,0,0,44,0,0,25,0,25,0,0,0,0,19
2012-06-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,6,0,3,3,3,0,0,0,12,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,87,0,0,0,0,0,0,0,0,0,53,0,32,0,0,0,9,0,9,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,64
2012-07-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,6,0,0,6,3,0,0,0,11,0,0,0,0,0,18,0,27,0,0,27,0,0,0,0,0,0,0,0,0,41,42,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,18,0,0,0,26,0,0,0,26,0,0,0,0,0,28,0,0,0,0,0,0,0,20,0,23,0,0,0,0,0,0,0,0,0,20
2012-08-01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,3,5,0,0,0,0,11,0,0,0,0,0,34,0,17,0,0,0,0,0,0,0,0,35,35,0,0,0,40,40,40,0,0,0,0,0,48,0,0,0,0,0,0,0,0,9,17,0,0,0,0,0,0,0,0,0,27,0,0,0,6,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
2012-09-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,5,0,5,13,5,0,0,0,10,33,0,0,66,0,0,16,16,0,0,0,0,60,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,56,0,0,8,8,0,16,0,0,0,0,0,47,0,0,0,26,25,25,6,12,6,0,0,0,0,0,0,14,0,0,0,0,0,72,0,0,0,56
2012-10-01,21,0,0,21,0,0,0,0,0,0,0,0,0,0,50,10,5,0,0,5,7,0,19,0,0,30,0,0,61,0,0,0,15,0,45,0,0,27,0,0,0,0,0,31,0,0,35,0,35,0,0,0,0,0,0,0,0,0,0,25,0,8,7,8,7,0,0,0,0,0,32,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,66,0,0,0,34
2012-11-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,0,0,0,14,11,0,10,0,10,94,0,0,32,0,16,0,0,0,47,0,0,29,0,0,29,0,0,0,0,37,37,36,36,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,36
2012-12-01,38,0,0,71,0,0,0,0,0,0,0,0,0,0,54,13,5,0,3,30,26,0,26,0,31,33,0,0,0,0,24,24,16,0,25,0,25,45,0,0,0,0,100,0,0,0,38,38,38,0,0,0,0,46,0,0,0,0,0,0,0,16,12,8,8,0,24,0,0,0,24,24,0,0,0,51,0,9,17,6,0,0,0,0,0,0,100,0,0,24,24,0,36,19,37,0,56
2013-01-01,91,0,22,100,0,0,0,0,0,0,0,0,0,0,96,20,0,0,0,60,66,0,39,10,20,78,0,0,47,0,15,15,0,0,70,23,0,100,0,0,57,32,64,0,0,72,0,73,0,0,0,0,77,87,44,0,44,0,0,0,0,8,31,27,8,0,22,0,22,0,67,45,0,24,24,24,24,11,16,0,0,0,35,0,0,0,61,0,0,46,57,69,69,36,0,0,53
2013-02-01,13,0,0,22,0,0,0,0,0,0,0,0,85,0,47,0,10,0,0,19,9,0,0,0,20,32,0,0,32,0,39,16,47,0,0,0,0,0,0,0,0,0,32,0,0,74,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,16,0,0,0,0,0,23,23,0,0,0,24,0,6,0,0,0,17,0,0,0,0,62,0,7,23,23,23,0,0,0,0,72
2013-03-01,12,0,0,20,0,0,0,0,0,0,0,0,0,0,32,23,5,0,0,7,7,0,45,0,9,57,0,0,0,0,14,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,33,0,0,0,0,0,0,0,0,0,0,0,0,7,11,7,0,0,0,0,0,0,41,0,0,0,0,22,0,0,5,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,16,0,41
2013-04-01,10,0,0,21,0,0,0,0,0,0,0,0,0,0,39,5,9,0,0,8,9,0,9,9,14,29,0,0,0,0,29,0,43,22,0,0,0,80,0,0,27,0,0,0,0,34,0,0,34,0,0,0,0,0,0,0,41,0,0,25,0,7,22,0,7,0,21,0,0,0,21,0,0,0,0,22,0,5,10,0,0,0,0,0,0,0,51,0,0,0,0,21,0,0,0,0,33
2013-05-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,0,2,2,0,9,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,70,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,43,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,39,0,7,0,0,0,0,0,0,0,42
2013-06-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,5,2,0,0,0,10,0,0,0,32,0,0,0,16,0,0,0,0,29,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,18
2013-07-01,4,0,0,22,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,2,2,0,0,0,0,30,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,8,0,0,0,0,0,0,0,22,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0,0,0,0,0,0,0,34
2013-08-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,21,0,43,0,0,0,0,0,0,5,0,0,0,0,0,0,16,0,6,0,0,0,0,0,22,0,0,0,25
2013-09-01,13,0,0,20,0,0,0,0,0,0,0,0,0,0,22,4,4,0,0,13,2,0,9,0,0,57,0,0,0,0,0,0,14,42,0,0,0,65,0,0,0,0,0,0,0,33,0,65,33,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,18,0,0,0,21,0,31,0,0,0,56
2013-10-01,31,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,0,0,2,10,6,0,13,0,13,0,0,0,0,0,13,0,26,0,0,0,0,37,0,0,0,0,27,27,0,0,0,62,0,0,0,0,0,0,0,0,0,0,23,23,0,10,10,7,0,0,19,0,0,0,29,0,0,0,21,31,0,5,0,0,0,0,0,0,0,0,29,0,0,0,20,0,40,0,0,0,38
2013-11-01,19,0,0,20,0,0,0,0,0,0,0,0,0,0,46,9,0,0,0,12,8,0,17,0,9,28,0,0,28,0,27,0,14,0,0,0,0,25,0,0,0,0,0,0,0,32,64,0,0,0,0,0,0,0,39,0,39,0,0,0,0,7,10,0,0,0,20,0,20,0,40,0,0,0,0,21,21,10,0,5,0,15,0,0,0,0,24,0,0,0,20,0,100,0,0,0,47
2013-12-01,17,0,19,0,0,0,0,0,0,0,0,0,0,0,51,6,0,0,0,8,14,0,13,0,17,0,0,0,27,0,26,13,0,40,0,0,20,24,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,38,0,0,0,19,0,0,0,0,0,0,9,14,5,0,0,0,0,0,0,29,0,0,0,0,0,0,15,0,0,61
2014-01-01,42,0,0,35,0,0,0,0,0,0,0,0,67,0,59,14,4,0,0,23,25,0,27,8,19,25,0,0,25,0,18,25,18,0,0,19,19,34,0,0,23,25,0,51,0,0,43,29,0,0,0,0,0,0,0,35,0,0,0,0,0,12,28,9,12,0,18,0,18,0,27,18,0,0,0,38,0,9,15,0,0,0,0,0,0,0,43,0,0,18,36,18,18,14,0,0,77
2014-02-01,17,0,0,19,0,0,0,0,0,0,0,0,0,0,52,6,0,0,0,13,13,0,12,16,42,40,0,0,0,0,20,13,13,20,0,20,0,48,0,0,48,0,0,0,0,31,62,0,31,0,96,0,0,0,0,0,0,0,0,0,0,7,20,7,0,0,19,0,19,0,29,19,0,0,0,20,0,0,26,7,0,0,0,0,0,0,29,0,0,19,0,39,0,0,0,0,45
2014-03-01,14,0,0,17,0,0,0,0,0,0,0,0,65,0,42,6,4,0,0,14,10,0,11,0,15,25,0,0,0,0,24,12,30,0,0,0,0,22,0,0,22,0,0,0,0,56,28,28,0,0,30,0,0,0,34,0,0,0,0,20,0,12,21,6,6,0,0,0,0,0,35,0,0,0,0,37,0,0,13,0,0,0,0,0,0,0,37,0,5,0,0,18,18,0,0,0,27
2014-04-01,21,0,0,18,0,0,0,0,0,0,0,0,0,0,40,8,0,0,2,14,12,0,16,8,32,26,0,0,0,0,51,26,26,19,0,0,0,0,0,0,0,26,0,0,0,30,89,0,30,0,0,0,62,36,0,36,0,0,0,22,0,0,6,6,6,0,0,0,0,0,37,0,0,0,20,0,0,9,27,7,0,14,14,0,0,0,44,0,6,0,0,19,0,15,0,0,36
2014-05-01,8,0,0,19,0,0,0,0,0,0,0,0,0,0,48,4,4,0,0,8,5,0,9,0,9,28,0,0,0,0,27,14,0,0,0,0,20,51,0,0,25,0,0,0,0,0,32,0,0,0,0,0,100,0,0,0,39,0,0,0,0,7,21,7,0,0,20,0,0,0,20,0,0,0,0,21,0,5,0,5,0,0,0,0,0,0,24,0,0,0,20,0,0,0,0,0,31
2014-06-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,0,0,0,0,3,0,21,0,0,0,0,0,0,0,25,0,49,0,0,0,0,0,0,0,30,0,34,0,0,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,6,0,0,0,0,0,0,22,0,0,24,0,24,0,0,0,0,94
2014-07-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,4,2,0,0,0,10,0,0,0,0,0,15,0,61,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,17,0,0,17,0,7,0,0,0,0,0,0,0,0,0,26
2014-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,5,0,0,7,0,0,10,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,53
2014-09-01,20,0,0,40,0,0,0,0,0,0,0,0,0,0,16,9,7,0,0,8,10,0,17,0,9,28,0,0,0,0,0,0,35,0,21,0,0,52,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,39,0,0,0,0,7,0,0,7,0,0,0,0,0,41,0,0,0,0,22,22,0,0,5,0,16,0,0,0,0,31,0,0,0,0,0,0,16,0,0,48
2014-10-01,37,0,0,57,0,0,0,0,0,0,0,0,0,0,55,4,0,0,0,19,13,0,8,0,8,0,0,0,27,0,20,13,20,20,30,0,0,49,0,0,0,0,0,0,0,0,31,31,62,0,0,0,0,0,37,0,37,0,0,0,0,13,7,7,10,0,0,0,0,0,19,0,0,21,0,41,21,0,5,0,0,0,0,0,0,0,17,0,0,0,19,0,49,15,0,0,38
2014-11-01,15,0,0,20,0,0,0,0,0,0,0,0,0,0,35,0,4,0,2,11,7,0,0,0,9,0,0,0,0,0,14,0,14,21,0,0,0,26,0,0,25,0,28,0,0,32,65,97,32,0,0,0,0,0,0,0,39,0,23,0,0,7,7,7,0,0,0,0,20,0,0,0,0,0,0,21,0,0,5,0,0,15,0,0,0,0,24,0,0,0,0,0,41,0,0,0,79
2014-12-01,20,0,0,20,0,0,0,42,0,0,0,0,0,0,66,4,4,0,0,12,15,0,9,0,9,0,0,0,28,0,41,14,21,21,0,21,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,14,24,7,0,0,20,0,20,0,40,20,0,0,0,43,0,0,12,5,0,15,0,0,0,0,48,0,0,20,0,21,0,16,0,0,47
2015-01-01,38,0,0,19,0,0,0,40,0,0,0,0,0,0,67,19,4,0,0,28,44,0,37,0,25,27,0,0,26,0,20,26,13,0,20,20,20,48,0,0,24,40,54,27,0,0,61,31,0,0,0,0,0,37,0,74,37,0,0,0,0,13,26,20,0,0,47,0,0,0,38,19,0,0,20,41,20,23,37,5,0,0,0,0,0,0,46,0,0,19,19,0,19,0,15,0,45
2015-02-01,24,0,19,19,0,0,0,0,0,0,0,0,0,0,45,15,4,0,0,17,23,0,30,0,13,27,0,0,55,0,13,14,27,0,20,41,0,25,0,0,25,55,0,0,0,32,32,0,32,0,0,0,0,0,0,0,0,0,0,92,0,7,27,10,7,0,39,0,19,0,59,20,0,0,21,21,0,0,22,0,0,0,0,0,0,0,42,0,6,20,20,0,0,15,0,0,46
2015-03-01,19,0,0,19,0,0,0,0,0,0,0,0,70,0,53,12,12,0,0,21,12,0,24,8,16,26,0,0,0,0,26,0,32,0,0,0,0,24,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,45,6,13,0,37,0,0,0,37,19,0,0,0,0,0,5,14,5,0,0,0,0,0,0,51,0,0,19,19,0,0,0,0,0,22
